"","[운영체제, 원리, 개념, 이해, 운영체제, 제공, 서비스, 이해, 운영체제, 설계, 구현, 이슈]"
"20104","[생활, 무용, 발레, 현대, 무용, 한국, 무용, 순수, 무용, 무대, 무용, 실질, 생활, 요가, 필라테스, 댄스, 스포츠, 재즈, 댄스, 힙합, 댄스, 방송, 댄스, 무용, 필라테스, 원리, 이해, 습득, 신체, 질환, 운동, 부상, 예방, 자신, 이해, 신체, 부위, 스트레칭, 통증, 질환, 효과, 스트레칭, 경험, 계획]"
"20105","[소설, 현대사회, 시대, 단면, 매혹, 포착, 단편, 소설, 우리, 현대사회, 질문, 발견, 호흡, 영상, 이미지, 범람, 시대, 언어, 구성, 예술, 문학, 몰두, 누군가, 돈키호테, 무모, 시대, 착오, 소설, 여기, 질문, 과정, 자아, 자신, 현실, 통찰력, 체험, 인정, 찬사, 시간, 투자, 사람, 깊이, 획득, 마련, 우리, 과정, 소설, 인식, 미학, 윤리, 가치, 이해, 자신, 저장고, 키워드, 단편, 소설, 토론, 소설, 동안, 여기, 질문, 과정, 자아, 자신, 현실, 통찰력, 목적, 실시간, 진행, 구체, 주별, 계획, 진행, 키워드, 작품, 조사, 배포, 예정, 계획, 조정]"
"20106","[한류, 한국, 문화, 중국, 유학, 대상, 개설, 중국어, 진행, 한류, 현상, 배후, 한국, 문화, 이해, 세계, 영향력, 범위, 확대, 한류, 현황, 영향력, 이해, 한류, 한국, 문화, 전통, 예술, 이해, 동시, 전통문화, 예술, 방식, 현대]"
"20107","[취업, 면접, 우리, 학교, 학생, 실질, 면접, 실력, 배양, 개설, 전략, 취업, 면접, 단일, 주제, 진행, 취업, 국내, 취업, 실전, 면접, 유일, 최근, 다양, 전문, 집중, 경향, 기업, 면접, 효율, 대비, 기업, 질제, 진행, 면접, 프로세스, 접관, 요소, 파악, 대처, 방법, 사례, 실습, 현장, 적용, 능력, 배양, 인성, 면접, 역량, 면접, 중심, 지원자, 적극, 표현, 시각, 평정, 요소, 자기소개, 마지막, 답변, 방법, 내용, 평정, 요소, 종합, 분석, 실전, 면접, 대비, 목적, 수강, 토론, 면접, 면접, 기타, 변형, 면접, 다양, 면접, 프로세스, 평정, 요소, 분석, 실습, 실전, 중심, 면접, 감각, 주별, 계획, 효과, 순서, 내용, 변경, 계획서, 영향, 기준, 작성, 학생, 편의, 우리, 학교, 지정, 수강, 시스템, 이용, 진행, 진행, 오픈, 시간, 주일, 설정, 예정, 차후, 공지, 예정, 다양, 면접, 대비법, 현장, 활용, 면접, 시나리오, 완성, 다양, 실전, 면접, 준비, 면접, 시뮬레이션, 진행, 면접, 자신감, 취업, 실전, 면접, 담당, 교수, 사정, 운영]"
"20108","[화학, 실생활, 연구, 응용, 학문, 실생활, 밀접, 관계, 화학, 자연과학, 공학, 공부, 학생, 고교, 기회, 자체, 우리, 교육, 과정, 과학, 화학, 인문, 사회, 경영, 경제, 금융, 법학, 음악, 체육, 학생, 대상, 일상, 화학, 방법, 설명, 물질, 구성, 요소, 대하, 지식, 물질, 다양, 구성, 방법, 시야, 자연, 공대, 학생, 화학, 인문, 사회, 경영, 경제, 금융, 법학, 음악, 체육, 학생, 대상, 학점, 교양, 설계, 주차, 실생활, 화학, 현상, 현상, 규명, 필요, 화학, 개념, 설명, 시간, 학생, 자유, 응답, 시간, 평소, 질문, 자연, 현상, 운영, 교재, 시간, 배부, 자료, 블랙보드, 토론, 시간, 카톡, 이용, 응답, 진행, 예정, 차별, 계획서, 첨부, 중간고사, 비율, 산출]"
"20109","[스마트폰, 개발, 안드로이드, 프로그래밍, 입문, 단계, 기초, 지식, 프로그래밍, 문법, 실제, 모바일, 동작, 애플리케이션, 개발, 안드로이드, 데이터, 전송, 방법, 안드로이드, 기초, 지식, 애플리케이션, 기초, 지식, 모바일, 제작, 필요, 기초, 프로그래밍, 방법, 습득, 안드로이드, 프로그래밍, 문법, 설명, 이해, 실습, 진행, 방식, 진행, 차별, 주제, 지식, 전달, 내용, 습득, 실습, 이론, 각자, 제시, 문제, 해결, 기반, 실습, 제작, 연습, 진행, 실습, 습득, 지식, 활용, 과제, 참고, 진행, 학생, 소통, 동안, 단톡방, 운영, 사항, 해결]"
"20110","[페이지, 제작, 자바스크립트, 단계, 사이트, 사이트, 기획, 구성, 원리, 데스트, 탑용, 페이지, 스마트, 기기, 반응, 제작, 기술, 실습, 서비스, 제작, 코스, 최신, 기술, 적용, 사이트, 기획, 사이트, 구성, 원리, 페이지, 제작, 기술, 표준, 코딩, 실습, 페이지, 제작자, 기술, 습득, 강좌, 녹화강의, 진행, 내용, 제작, 동영상, 한양, 게시판, 업로드, 기간, 일주일, 자유, 양인, 업로드, 기간, 일주일, 만약, 기간, 실시간, 실습, 진행, 시작, 문제, 한양인, 다운, 시간, 시간, 학생, 본인, 오픈, 준비, 출력물, 참고, 난이도]"
"20111","[본교, 언어, 기반, 오픈소스, 고급, 프로그래밍언어, 종류, 인터프리터, 프로그램, 방식, 초보, 흥미, 유발, 소프트, 인터프리터, 프로그램, 번역, 프로그램, 결과, 실행, 단위, 실행, 때문, 에러, 실행, 결과, 확인, 프로그램, 코딩, 기초, 오픈, 소스, 이용, 자신, 개발, 목적, 프로그램, 작성, 특징, 어플리케이션, 지원, 때문, 활용, 가치, 다양, 이야기, 소프트웨어, 원리, 이해, 오픈소스, 활용, 이해, 실시간, 화상강의, 진행, 실시간, 상강, 일정, 중간고사, 화상강의, 주일, 공지, 사항, 공지]"
"20112","[인간, 관계, 형성, 유지, 발전, 해체, 과정, 중심, 커뮤니케이션, 커뮤니케이션, 원리, 파악, 자신, 커뮤니케이션, 스타일, 분석, 대인, 관계, 기반, 커뮤니케이션, 학문, 기반, 실용, 내용, 적용, 실용, 과제, 커뮤니케이션, 이론, 논의, 적용, 스스로, 객관화, 기회, 제공, 중심]"
"20113","[강좌, 학생, 영어, 실력, 초급, 중급, 고급, 진행, 수준, 학생, 이수, 필요, 영어, 실력, 배양, 토대, 수준, 영어, 습득, 집중, 탐색, 기회, 강좌, 지적, 호기심, 흥미, 유발, 주제, 영문, 텍스트, 이해, 주제, 작문, 영어, 의사소통, 능력, 대학생, 비판, 사고, 능력, 원격수업, 원격수업, 녹화강의, 주제, 어휘, 표현, 기초, 어휘력, 향상, 영문, 텍스트, 의미, 표현, 방식, 이해, 영어, 능력, 향상, 텍스트, 이해, 필요, 영어, 문장, 구조, 독해, 적용, 리딩, 스킬, 연습, 영어, 리딩, 능력, 향상, 진행, 원격수업, 방법]"
"20114","[영어, 초심자, 수강, 내용, 구성, 이수, 필요, 영어, 실력, 배양, 토대, 수준, 영어, 습득, 집중, 탐색, 기회, 학생, 지적, 호기심, 흥미, 유발, 주제, 이해, 영어, 의사소통, 능력, 비판, 사고, 능력, 수강, 개설, 병행, 실시간, 화상, 구성, 주제, 단어, 표현, 텍스트, 내용, 정독, 이해, 영어, 능력, 향상, 텍스트, 이해, 필요, 문법, 영어, 문장, 구조, 체계, 영어, 병행, 실시간, 병행, 실시]"
"20115","[강좌, 영어, 거부, 걱정, 완화, 필요, 영어, 실력, 배양, 강좌, 지속, 영어, 실력, 향상, 추구, 영어, 자신감, 효과, 영어, 전략, 도입, 향후, 발전, 초석, 강좌, 대학, 필요, 고급, 영문, 독해, 능력, 배양, 목적, 독해, 전략, 영어, 능력, 신장, 필요, 어휘, 표현, 구문, 특징, 주제, 이해, 주안점]"
"20116","[국내외, 전반, 영화, 산업, 영화, 분석, 개념, 지식, 바탕, 독립영화, 이해, 최종, 국내외, 다양, 독립, 예술, 영화, 독립영화, 개념, 관점, 경향, 이슈, 토론, 정리, 수강, 독립영화, 전반, 이해, 영화, 분석, 비평, 능력, 안목, 배양, 진행, 기말시험, 대면, 원칙, 단계, 이상]"
"20117","[21세기, 예술, 과학, 지식, 페러, 다임, 융합, 산업, 중요, 증대, 디지털, 기술, 변화, 예술, 영상, 미디어콘텐츠, 학제, 학문, 탐구, 이해, 필요, 시점, 기술, 예술, 미디어, 융합, 학문, 시각, 탐구, 산업, 전반, 이해, 현시대, 융합, 학문, 능력, 안목, 배양]"
"20118","[프로그램, 오프, 소스, 프로그램, 통계, 데이터마이닝, 그래프, 인터프리터, 언어, 최근, 빅데이터, 분석, 활용, 이상, 어플리케이션, 지원, 활용, 가치, 강좌, 프로그램, 기초, 중심, 교육, 진행, 통계, 원리, 프로그램, 코딩, 원리, 이해, 데이터, 분석, 방법, 빅데이터, 분석, 시각, 실시간, 화상강의, 진행, 실시간, 상강, 일정, 중간고사, 화상강의, 주일, 공지, 사항, 공지]"
"20119","[대상, 드론, 하드웨어, 구성, 소프트웨어, 원리, 이해, 아두이노, 드론, 파일럿, 멀티, 공개, 소스, 응용, 자신, 드론, 제작, 드론, 제어, 프로그램, 사용법, 이해, 활용, 코드, 제작, 실습, 드론, 설계, 제작, 코딩, 설명, 실습, 이해]"
"20120","[안드로이드, 애플리케이션, 기능, 프로그래밍, 능력, 안드로이드, 구현, 준비, 과정, 정의, 리스트, 통신, 어댑터, 고급, 위젯, 파일, 입출력, 코딩, 방법, 이론, 실습, 모바일, 제작, 코스, 안드로이드, 제작, 필요, 액티비티, 추가, 액티비티, 통신, 어댑터, 리스트, 그리드, 방법, 리스트, 구현, 파일, 입출력, 내장, 외장, 메모리, 이론, 실습, 제작, 강좌, 녹화강의, 진행, 내용, 제작, 동영상, 한양, 게시판, 업로드, 기간, 일주일, 자유, 양인, 업로드, 기간, 일주일, 만약, 기간, 실시간, 실습, 진행, 시작, 문제, 한양인, 다운, 시간, 시간, 학생, 본인, 오픈, 준비, 출력물, 참고, 난이도]"
"20121","[클래스, 서비스, 이해, 대표, 워드프레스, 활용, 자신, 서비스, 구축, 방법, 워드프레스, 엔진, 설치, 설정, 페이지, 포스트, 등록, 댓글, 등록, 관리자, 화면, 설정, 테마, 설정, 연동, 검색, 엔진, 다양, 기능, 제공, 플러그인, 검색, 설치, 설정, 서비스, 구축, 서비스, 제작, 코스, 최신, 기술, 적용, 사이트, 대표, 워드프레스, 설정, 연동, 게시판, 검색, 엔진, 보안, 모듈, 다양, 기능, 제공, 플러그인, 검색, 설치, 설정, 실습, 강좌, 녹화강의, 진행, 내용, 제작, 동영상, 한양, 게시판, 업로드, 기간, 일주일, 자유, 양인, 업로드, 기간, 일주일, 만약, 기간, 개인, 프로젝트, 발표, 진행, 워드프레스, 이용, 프로젝트, 진행, 내용, 주전, 공지]"
"20122","[최근, 기술, 등장, 발전, 경쟁사, 차별, 특허, 확보, 기업, 생존, 성장, 중요, 요소, 제품, 서비스, 개발, 기존, 특허, 검색, 분석, 특허, 침해, 대비, 미확보, 기술, 특허, 확보, 선행, 기술, 특허, 분석, 확보, 기술, 분야, 제시, 역량, 필요, 기업, 사원, 채용, 스펙, 채용, 블라인드, 채용, 확대, 자기, 소개서, 면접, 지원자, 차별, 경험, 보유, 입사, 여부, 중요, 요소, 교과, 특허, 지식, 선행, 기술, 조사, 분석, 방법, 습득, 주요, 기업, 제시, 특허, 문제, 답안, 작성, 캠퍼스, 특허, 유니버시아드, 대회, 참가, 차별, 경험, 축적, 취업역량, 강화, 특허, 지식, 습득, 캠퍼스, 특허, 유니버시아드, 대회, 참가, 취업역량, 강화, 특허, 선행, 기술, 조사, 방법, 습득, 특허, 분석, 방법, 이해, 기업, 특허, 문제, 답안, 작성]"
"20123","[블록체인, 기술, 개념, 구조, 기술, 기반, 변화, 미래, 예측, 블록체인, 개념, 비즈니스, 미래, 탐색, 과정, 산업, 필요, 블록체인, 전문가, 성장, 진로, 제안, 현재, 금융, 시스템, 고찰, 미래, 환경, 변화, 예측, 인류, 문명, 발달, 철학, 역사, 우리, 사회, 시스템, 이해, 노력]"
"20124","[공학, 인문, 사회, 저학년, 학생, 대상, 창의, 문제해결능력, 배양, 목적, 로봇, 이용, 블록, 코딩, 개념, 습득, 문제, 해결, 방법, 설계, 실습, 경험, 창의, 사고력, 향상, 문제, 정의, 해결, 체계, 문제, 해결, 방법, 능력, 향상, 도구, 활용, 능력, 현실, 제한, 조건, 고려, 설계, 능력, 배양, 팀프로젝트, 진행, 의사소통, 능력, 구성원, 성과, 기여, 능력, 향상, 레고, 마인드, 스톰, 블록, 코딩, 개념, 습득, 문제, 해결, 과정, 설계, 로봇, 이용, 실습, 컴퓨팅, 사고력, 향상, 창의, 논리, 문제, 해결, 사고, 능력, 배양, 위원회, 결정, 이론, 원격수업, 실시간, 화상강의, 실습, 대면, 진행, 변경, 원격수업, 일정, 차별, 계획, 참조]"
"20125","[4차산업혁명, 인간, 주체, 기술, 개념, 변화, 추적, 이전, 맥락, 우리, 합리, 판단, 윤리, 행위, 교양, 수준, 기술, 일반, 역사, 맥락, 분석, 차원, 탐색, 윤리학, 핵심, 범주, 책무, 4차산업혁명, 시대, 기술, 기술, 윤리, 사정, 사례연구, 차원, 시도, 현대, 미래, 기술, 규범, 시각]"
"20126","[유튜브, 활용, 우리, 사회, 직면, 이슈, 우리, 사회, 당면, 이슈, 영어, 이해, 우리, 이슈, 영어, 표현, 우리, 사회, 다양, 이슈, 본인, 생각, 계발, 발전]"
"20127","[현재, 미래, 관통, 4차산업혁명, 시대, 직업, 유망, 가능, 직업, 수요, 직업, 무엇, 미래, 유망, 4차산업혁명, 직종, 직무, 요구, 역량, 무엇, 4차산업혁명, 일자리, 무엇, 4차산업혁명, 개념, 핵심, 기술, 혁명, 변화, 예상, 미래, 사회, 직업, 탐색, 과정, 학생, 자신, 가치관, 정립, 미래, 직업, 선택, 숙고, 기회, 제공, 4차산업혁명, 개념, 현재, 기술, 현황, 4차산업혁명, 인류, 미래, 예측, 4차산업혁명, 기반, 기술, 직업, 탐색, 직무, 특성, 요구사항, 파악, 미래, 사회, 심도, 고민, 미래, 직업, 설계]"
"20129","[한국, 대중, 가요, 한류, 열풍, 중심, 과언, 케이팝, 대중, 반복, 안무, 다양, 동작, 최근, 접목, 유행, 케이팝, 열풍, 영향, 안무, 동작, 명칭, 유래, 기본기, 케이팝, 소화, 능력, 향상, 지도, 케이팝, 안무, 관객, 시선, 역할, 표정, 연기, 제스, 처가, 이번, 가지, 케이팝, 가수, 안무, 립싱크, 표정, 연기, 무대, 소화, 능력, 향상, 대형, 이동, 파트, 분배, 사람, 효과, 분석, 관찰, 디렉터, 진행, 케이팝, 안무가, 자신, 창작, 진행, 특성, 학생, 기본기]"
"20130","[미생물학, 미생물, 생명체, 대상, 연구, 생명, 과학, 분야, 미생물, 인류, 전염병, 질병, 예방, 미생물, 생태, 생리, 이용, 인류, 복지, 응용, 학문, 미생물, 가운데, 인간, 질병, 병원, 미생물, 병원, 미생물, 목적, 감염증, 진단, 예방, 치료, 우리, 생활, 미생물, 인간, 관계, 이해, 상호, 공존, 방법, 공부, 인류, 역사, 문화, 세균, 바이러스, 기생충, 특징, 우리, 생활, 우리, 미생물, 상호, 작용, 이해]"
"20131","[영화, 디자인, 복합, 분석, 공통점, 복합, 생각, 관찰, 바탕, 체계, 계산, 산출물, 분석, 측면, 특징, 생각, 서로, 밀접, 복합, 개체, 디자인, 요소, 장면, 구성, 흐름, 시나리오, 영화, 완성, 이번, 영화, 디자인, 역할, 관계, 학생, 영화, 감상, 시선, 디자인, 요소, 접근, 이해, 영화, 시각, 기회, 경험, 우리, 취미, 생활, 하나, 영화, 우리, 디자인, 요소, 이론, 개념, 향후, 영화, 감상, 스토리, 측면, 접근, 가능]"
"20132","[미술, 심리, 상담, 이론, 실제, 매체, 기법, 투사, 그림, 검사, 심리, 진단, 심리, 상담, 이론, 미술, 치료, 이론, 실습, 미술, 치료, 경험, 자기, 인식, 자아, 통찰, 능력, 긍정, 자아상, 정립, 대면, 진행]"
"20133","[요가, 조절, 움직임, 억제, 인간, 본래, 고요, 상태, 정신, 경험, 방법, 신체, 정신, 건강, 안녕, 요가, 균형, 근육, 인대, 탄력, 뇌파, 안정, 심장, 기능, 강화, 척추, 교정, 노화, 예방, 만성, 피로, 스트레스, 이완, 근역, 향상, 감정, 기복, 불안, 감소, 통제력, 조절, 능력, 집중력, 기억력, 증진, 심신, 균형, 발전, 극대, 효과, 현대사회, 문제점, 제시, 신체, 체력, 감소, 운동, 부족, 심리, 불안, 스트레스, 대처, 효과, 요가, 프로그램, 호흡, 반다, 집중, 조절, 휴식, 이완, 제시, 첫째, 자신, 상태, 긍정, 자기, 분석, 의지, 둘째, 요가, 수련, 통제, 생각, 행동, 셋째, 신체, 정신, 단련, 육체, 정신, 균형, 조화]"
"20134","[요가, 필라테스, 방법, 육체, 정신, 스트레스, 긴장, 해소, 요가, 호흡, 실천, 주요, 부위, 생기, 통제, 도움, 동시, 긍정, 사고, 명상, 정신력, 집중력, 향상, 정신, 상태, 유지, 도움, 요가, 필라테스, 신체, 움직임, 잘못, 교정, 건강, 생활, 영위, 중점, 교양, 요가, 필라테스, 실기]"
"20135","[과정, 이상, 무술, 수련, 실전, 경험, 바탕, 학생, 태권도, 실전, 격술, 호신술, 실전, 유술, 짓, 기술, 운동, 역학, 이해, 적응, 호신술, 완성, 신체, 운동, 과학, 트레이닝, 방법, 체력, 완성, 부연, 누구, 태권, 호신술, 체력트레이닝, 방법, 이해, 유사시, 효율, 자기, 자신, 방어, 목적, 태권, 호신술, 통화, 원리, 상대, 컨트롤, 필요, 체력, 트레이닝, 기술, 체력, 습득, 태권도, 발차기, 타격, 기술, 자유자재, 스텝, 근접전, 유리, 지수, 유술, 습득, 복싱, 기술, 기술, 호신술, 습득, 실제, 상화, 적응]"
